beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
1717,190,70,6,3.4421663e-19,4.1364426e-11,0.0,4.323246e-26,5.29042e-07,9.584372e-11,0.99996567,2.2518958e-13,3.5527592e-12,8.3620045e-17,1.8024482e-22,2.2212712e-09,1.1835823e-13,1.0501323e-07,3.5304936e-05,1.726436e-14,1.9225054e-15
1718,537,1244,12,3.8396134e-29,6.5972956e-11,0.0,5.1293204e-27,4.2071697e-08,1.10948175e-08,6.2008894e-13,8.374742e-17,0.20858084,2.9623443e-12,7.919383e-22,8.314132e-10,0.79101074,1.5384225e-11,8.3001007e-16,5.1824223e-05,0.00035647745
1719,1244,1245,8,1.900478e-22,1.0567873e-14,0.0,3.317308e-23,4.4537624e-12,1.0518673e-09,2.9270123e-15,3.888547e-16,0.9999923,1.7243312e-20,2.5866125e-20,1.3708054e-09,8.800775e-06,2.4292563e-14,2.7763184e-15,5.0324424e-08,1.9096826e-10
1720,1245,1246,8,5.4863065e-15,4.080797e-14,0.0,1.2708227e-18,9.063252e-14,1.7283918e-08,6.480392e-17,3.2902506e-15,1.0,8.832679e-24,1.551392e-21,3.694768e-10,1.9165365e-09,4.8689704e-14,4.1174953e-15,2.517137e-08,1.9656363e-14
1721,1246,1247,8,7.789883e-15,7.335278e-14,0.0,3.9270962e-16,2.4718855e-12,3.830789e-08,3.838559e-14,3.3795026e-13,1.0,2.9520864e-22,8.221959e-21,1.6927647e-08,8.6425933e-10,2.894892e-12,5.1595e-13,1.2872478e-07,7.322362e-14
1722,1247,1248,15,2.7679523e-31,3.8258432e-13,0.0,4.465783e-30,3.2884597e-13,9.564649e-11,1.0245644e-18,3.374584e-19,1.6891846e-08,1.3605741e-23,1.5678217e-24,2.0239662e-15,2.254694e-09,4.7602512e-12,1.5154297e-15,1.0,1.8866736e-15
1723,1248,418,12,3.137985e-31,3.6830377e-07,0.0,1.1287296e-32,8.6072935e-09,4.1539927e-12,3.9408254e-17,1.0266541e-17,7.0864665e-08,2.2334014e-19,5.766597e-24,9.38852e-13,0.5651202,6.2051613e-09,5.6460363e-14,0.4348807,1.1539903e-09
1724,407,274,14,3.4592147e-18,8.546988e-10,0.0,6.1069698e-27,9.83176e-15,6.222629e-10,2.8422468e-13,1.7483524e-15,2.0271053e-13,1.3853447e-18,5.275845e-16,1.6618576e-12,6.953965e-15,1.7066742e-06,1.0,2.3152727e-22,1.1121224e-14
1725,106,1249,7,2.5917205e-19,4.306983e-11,0.0,4.4713326e-26,0.01995598,1.9796737e-11,0.00027932672,0.97712576,9.169939e-08,1.4172664e-19,1.7291752e-17,0.0026385074,2.1082383e-09,2.053534e-08,8.113689e-13,2.5088786e-19,2.9886127e-10
1726,1249,1250,6,1.7465122e-23,7.2392704e-12,0.0,1.0638117e-24,1.3629809e-06,4.6029757e-15,0.99996185,3.7832047e-05,5.5328202e-14,1.2313359e-22,9.1674914e-23,3.9980305e-10,2.1043547e-19,6.227428e-09,1.9749011e-09,1.6225609e-21,2.86438e-17
1727,1250,274,7,5.2185515e-26,5.970433e-15,0.0,1.5302036e-28,3.3899895e-12,2.7965784e-15,3.973182e-13,1.0,4.5144498e-13,3.1970156e-27,2.8106357e-27,5.2284947e-11,8.717403e-15,1.7570027e-09,4.360304e-15,6.0123255e-23,4.518356e-15
1728,274,1251,7,1.804542e-27,1.2299453e-16,0.0,1.0752372e-28,2.4955408e-14,1.6709199e-15,5.432244e-15,1.0,2.3008238e-15,8.220468e-25,5.6153765e-32,1.5524402e-13,4.6914108e-17,2.83637e-10,4.654476e-17,3.9212223e-19,7.895919e-21
1729,1251,1252,7,2.7667876e-26,2.9186922e-09,0.0,8.892147e-24,1.3215778e-10,2.3967753e-12,3.9742982e-08,1.0,7.044107e-13,3.4173455e-20,4.2845043e-24,2.0947123e-11,2.3687976e-12,4.7587747e-07,1.0346074e-10,2.504724e-15,1.8774755e-16
1730,1252,474,7,4.1253624e-27,5.892674e-12,0.0,2.2561503e-22,1.9567816e-11,4.147119e-13,4.4778803e-14,1.0,3.7019825e-15,5.8730366e-20,1.3404433e-28,1.179446e-11,7.381594e-14,9.5116e-11,1.638064e-15,4.0977876e-13,2.428502e-17
1731,508,1253,11,1.5348012e-17,1.2046686e-12,0.0,8.885297e-24,1.260646e-08,0.00013119528,5.9705343e-19,7.443913e-15,3.3953524e-09,2.7785874e-14,1.6745729e-19,0.9998627,1.1010292e-14,5.7227656e-10,6.2427743e-15,2.7195875e-16,6.863391e-06
1732,1253,1254,5,4.702657e-12,2.6074347e-14,0.0,8.40935e-24,1.0947983e-12,0.9999962,3.4231043e-17,9.54612e-21,5.5730602e-09,1.3443548e-14,4.096188e-23,2.3696364e-06,5.3793623e-18,9.0996544e-08,4.9020392e-11,1.7998739e-12,1.13761265e-17
1733,1254,407,5,5.887843e-12,2.0732438e-15,0.0,1.0941642e-26,1.6634308e-12,0.96931094,1.0540226e-12,9.733751e-17,3.0514127e-07,1.1559972e-13,1.07109504e-19,1.1500666e-08,8.083136e-13,8.648419e-05,0.030601982,1.0184352e-10,4.7724527e-19
1734,407,1255,5,7.290703e-13,1.146916e-09,0.0,1.9424184e-28,4.8518828e-11,0.9961774,1.4152142e-18,8.685219e-12,3.303019e-05,1.9231342e-17,1.8463225e-18,0.0037882777,2.548047e-12,1.318861e-06,1.3382131e-09,6.032431e-14,2.7020312e-14
1735,1255,1256,11,1.688479e-27,2.2193292e-11,0.0,6.973697e-24,1.1816045e-09,0.005472502,4.5334453e-15,9.568676e-16,2.347849e-09,5.9869132e-18,4.8806754e-18,0.99452573,1.8751962e-12,9.591693e-10,3.5529082e-12,3.2994755e-08,2.5351868e-15
1736,1256,1257,1,5.4512534e-32,0.96835,0.0,2.4174426e-21,4.3841055e-07,1.740625e-09,1.0095569e-12,1.8545719e-13,2.3757605e-09,2.4146853e-15,1.8879108e-16,0.031650934,3.16222e-10,1.0486695e-10,2.439511e-12,3.5886547e-10,5.7921177e-12
1737,1257,1258,1,4.0839216e-32,0.9995614,0.0,4.892559e-22,4.802451e-07,5.363648e-10,1.4819543e-12,2.611364e-16,2.2693196e-09,1.702619e-11,1.2136931e-16,0.0004363257,2.8736917e-11,6.1176286e-11,2.440123e-14,7.928016e-10,5.9957275e-13
1738,1258,1259,1,6.724829e-32,0.90691906,0.0,2.2246738e-22,0.00046457967,1.0493749e-08,9.638747e-11,9.217819e-14,3.315004e-09,2.6034956e-09,3.4405308e-16,0.09261758,3.7192163e-11,5.173464e-09,8.1874075e-13,1.1740695e-09,3.3285684e-13
1739,1259,1260,11,1.2969286e-29,0.008878649,0.0,1.0857722e-21,0.05774167,1.6994946e-07,4.0495893e-10,1.5781658e-10,1.2666959e-08,3.3009233e-08,9.397853e-17,0.9333798,2.632021e-12,3.3437978e-08,1.6309014e-13,1.5362367e-09,1.035194e-13
1740,1260,310,11,7.339443e-23,1.657444e-13,0.0,1.8669409e-24,0.035426278,1.9297688e-11,9.2845875e-07,0.045715597,6.2839512e-12,2.6033486e-15,1.6107965e-18,0.9188566,2.110012e-13,2.6703187e-13,1.3921498e-14,5.369053e-17,2.3646157e-06
1741,480,1261,15,3.036201e-15,1.0013177e-06,0.0,1.6237932e-21,9.766075e-09,0.019259315,3.6515036e-08,4.6474644e-11,0.01664258,3.629689e-14,5.8599187e-21,0.0001937181,1.751477e-07,1.0463859e-06,1.39504e-09,0.9639016,1.9770852e-11
1742,1261,1262,1,5.1645987e-21,0.9999962,0.0,1.3812241e-25,5.257077e-10,1.8420324e-09,9.004972e-15,1.2770651e-14,7.5952405e-10,2.0968544e-19,8.04576e-20,3.6219644e-10,2.0939066e-10,2.7736637e-06,5.661517e-08,2.5980832e-13,1.1896888e-13
1743,1262,514,12,1.1287617e-21,1.8445127e-11,0.0,1.766427e-29,2.7418146e-10,4.1579424e-11,1.8957112e-17,1.629414e-07,1.2866876e-08,5.959532e-23,2.328484e-25,6.767425e-08,1.0,9.688823e-08,4.902629e-07,3.244915e-16,4.7916813e-11
1744,474,508,7,6.417203e-22,6.381739e-05,0.0,9.5926386e-26,2.6346585e-08,1.7546213e-13,2.9366942e-10,0.99993515,7.732418e-15,4.293147e-22,5.1056355e-29,8.284784e-10,3.787812e-12,3.037996e-08,1.2066027e-08,3.0756126e-16,7.334978e-12
1745,508,1263,11,1.9000171e-26,3.6864014e-12,0.0,8.652749e-26,1.00227645e-07,4.0931807e-12,9.208531e-16,2.0604696e-09,2.800145e-14,8.132792e-17,1.1024357e-24,0.9999923,4.4832986e-14,1.1096064e-12,1.6993961e-16,2.4017076e-20,7.2160224e-06
1746,1263,514,11,1.6988033e-27,8.036196e-11,0.0,7.88007e-26,6.2984655e-06,3.3191115e-12,1.9412905e-15,2.5105176e-10,1.5593197e-12,1.13413565e-13,2.1600446e-25,0.954112,6.4245102e-12,6.5781896e-13,3.5147137e-15,1.2505383e-18,0.045879822
1747,474,480,7,2.3133708e-25,7.528613e-08,0.0,3.6429664e-20,2.1185241e-10,8.5815274e-16,4.8683735e-15,1.0,1.1855786e-15,3.6407678e-22,5.2750655e-29,3.5253265e-12,9.060249e-13,3.7306508e-13,2.4544425e-15,2.2919149e-15,1.6406717e-15
1748,407,1270,11,3.7130865e-14,4.497449e-06,0.0,2.1086872e-33,0.00017810373,0.0007057345,1.0611953e-13,1.8434998e-11,1.5648842e-06,1.2729183e-11,1.6468966e-17,0.9991116,9.4072744e-12,1.796072e-07,5.6016884e-08,2.6089345e-16,9.158015e-09
1749,508,442,13,1.4207608e-15,4.4403346e-16,0.0,4.2496193e-25,6.4413115e-07,4.0498254e-08,7.806842e-07,4.2735437e-20,2.2816469e-08,5.057906e-15,1.01442206e-25,8.7650415e-10,6.2812977e-10,1.0,2.1033542e-09,8.4869306e-14,1.0780012e-13
1750,514,1264,7,3.210467e-22,1.1508328e-11,0.0,1.2885982e-23,1.0749458e-06,2.5976301e-11,3.7895883e-13,0.9970746,3.3182994e-13,2.5801995e-18,2.1059192e-28,0.0029226227,2.0107263e-11,1.4734713e-11,3.446953e-17,1.900255e-20,2.5851138e-12
1751,1264,1265,13,2.6394179e-07,3.9168e-10,0.0,2.8596342e-22,3.1207392e-06,0.0014988008,2.9583305e-08,4.8654734e-09,2.5776648e-08,6.554662e-15,9.558312e-24,2.8018569e-05,2.8871677e-15,0.99846387,6.597992e-06,3.1926495e-14,3.1692026e-16
1752,1265,1266,13,7.136213e-17,3.206458e-11,0.0,2.4424244e-28,2.062356e-10,1.3575983e-08,2.310229e-12,2.0871671e-18,1.8829476e-09,1.0735469e-16,4.3012878e-25,5.2693787e-12,4.3042705e-12,1.0,6.7669596e-08,3.2538522e-16,5.6390836e-14
1753,1266,436,13,1.836223e-17,2.3449482e-17,0.0,5.173015e-22,1.04783936e-07,3.8789477e-08,2.5743507e-10,3.6470285e-19,1.1947623e-09,4.6206335e-17,8.2207234e-24,5.447683e-15,5.4577226e-10,1.0,5.764359e-07,9.9969505e-08,1.9037741e-20
1754,436,1267,12,2.2674868e-30,2.7857071e-15,0.0,1.4122502e-30,1.17783015e-14,2.1772048e-15,3.2763006e-21,1.2416594e-17,4.8741143e-08,2.005637e-21,2.4629192e-24,5.3300412e-15,1.0,1.2435586e-12,5.7871425e-14,2.168265e-12,4.983074e-18
1755,1267,442,12,9.333407e-31,7.0857416e-14,0.0,2.3027758e-35,7.925784e-16,1.12975914e-17,7.232598e-25,7.480098e-21,1.8381929e-09,2.409164e-23,1.6408654e-23,1.2803423e-15,1.0,8.347234e-13,2.8540223e-14,7.442908e-18,4.6707175e-16
1756,442,1268,12,1.0682385e-27,1.9789404e-12,0.0,3.428382e-33,5.512007e-14,9.532317e-16,2.0416905e-25,2.4245194e-19,1.8337815e-08,2.4794763e-21,9.9198675e-24,4.288095e-12,1.0,2.857851e-11,4.852113e-15,2.882664e-17,9.49624e-16
1757,1268,1269,12,5.1904493e-22,1.4754307e-16,0.0,5.1940886e-24,1.365513e-09,2.9251668e-10,3.2790955e-17,2.0164282e-16,4.9810146e-06,3.215753e-20,3.3979342e-22,1.4699078e-09,0.9999161,8.054759e-05,5.734423e-14,2.0373202e-08,4.3844035e-16
1758,1269,424,12,1.5534707e-28,3.2176124e-16,0.0,5.7914237e-30,7.62845e-12,2.6164905e-15,6.118534e-20,8.725611e-17,6.871288e-10,5.79213e-23,1.6586051e-24,4.922835e-13,1.0,8.9805826e-07,9.945494e-14,5.5027965e-17,1.9597122e-16
1759,424,1270,12,1.2195925e-30,7.671641e-12,0.0,5.626257e-36,5.7481236e-10,1.0320903e-14,4.6030933e-17,3.6807054e-15,1.4885394e-10,9.752325e-19,3.6068447e-22,8.440254e-12,0.9999962,1.9524468e-06,2.337241e-10,7.7339104e-18,8.3990046e-14
1760,1270,1271,15,5.632659e-20,1.01679706e-10,0.0,2.4005852e-24,9.650487e-10,0.00030448943,3.0786075e-15,8.2012066e-17,1.8088956e-07,3.9628627e-11,1.4080554e-21,2.144506e-07,1.50918e-10,2.7679954e-08,2.6853115e-15,0.9996948,7.803621e-16
1761,1271,1272,15,2.3796484e-19,0.009068974,0.0,1.212755e-21,0.001240939,1.8582732e-08,1.0224681e-10,1.0725387e-11,1.1571446e-05,2.8348107e-11,3.07682e-17,9.3485585e-07,3.9824346e-07,6.433969e-07,3.73826e-12,0.98891157,0.0007649375
1762,1272,448,11,4.3635974e-23,4.4567354e-05,0.0,4.814873e-28,0.0015669357,3.1369357e-06,3.4766877e-12,1.2335376e-12,1.981491e-07,8.103035e-09,1.6509215e-18,0.9983839,1.4305394e-07,4.132177e-07,9.399451e-13,1.4241388e-11,2.4443165e-13
1763,384,1273,8,1.0457475e-06,2.7003453e-11,0.0,3.7761913e-23,1.5400549e-11,7.882699e-08,3.138652e-18,1.3433991e-17,1.0,4.3085523e-22,1.6794322e-22,7.235839e-14,2.672006e-16,1.764743e-14,3.588354e-17,1.6984339e-12,1.1689609e-10
1764,1273,262,8,3.6365225e-06,5.395849e-09,0.0,1.0014098e-20,1.515109e-11,4.2010737e-09,6.1606894e-13,1.3675642e-13,0.9999962,4.9129953e-24,8.966831e-20,7.4355203e-13,4.1106194e-16,1.5523352e-11,1.045795e-14,1.00936155e-10,1.1991928e-14
1765,396,1274,8,3.575159e-15,9.466871e-16,0.0,2.6558026e-20,9.720942e-11,1.2906005e-08,8.342192e-16,2.9836725e-15,1.0,1.0827899e-21,1.6008528e-20,7.2493776e-14,9.0402295e-12,5.056715e-13,1.901704e-14,1.7604112e-16,3.861319e-16
1766,1274,328,8,2.734443e-08,3.2240483e-10,0.0,8.70677e-22,8.4960976e-14,1.5931059e-10,2.5457806e-14,4.2226667e-17,1.0,1.1040765e-25,5.045538e-21,1.4206531e-14,3.042384e-13,4.743731e-07,7.565625e-11,8.253597e-15,3.8773657e-15
1767,480,1275,7,8.750427e-21,6.922427e-12,0.0,6.9372706e-23,8.042522e-09,3.885858e-11,1.8777803e-12,1.0,1.8877798e-10,3.6290473e-24,5.6694074e-30,1.5090403e-12,1.7632878e-16,4.1485272e-13,2.6063255e-18,2.706734e-15,5.717162e-16
1768,1275,316,8,1.3116771e-12,1.2505923e-08,0.0,4.7754936e-19,3.0161832e-08,1.5866423e-08,4.060119e-12,2.1783807e-11,0.9999923,1.2250149e-23,6.7123665e-19,1.742809e-11,2.3588133e-14,7.939108e-06,3.0662955e-11,5.047671e-15,2.38749e-16
1769,514,1276,7,4.462702e-22,1.9899916e-13,0.0,2.176897e-23,6.221614e-08,1.9856885e-09,1.3511471e-13,0.9997978,8.9412115e-13,2.8866432e-20,2.4930194e-29,0.00020171868,5.863252e-13,2.0352793e-06,3.61773e-15,1.8097887e-19,2.9940625e-13
1770,1276,322,13,1.7802041e-09,4.3233186e-08,0.0,1.4178498e-20,9.275321e-05,1.0075522e-05,3.1019998e-05,1.0765943e-08,0.057221342,1.3955333e-19,9.0020935e-21,1.2765686e-06,8.1132247e-13,0.9426438,7.71383e-07,1.3534258e-15,1.2555193e-10
1771,154,1277,4,6.297016e-16,4.2367998e-10,0.0,4.7590345e-27,0.9989668,2.1012633e-07,5.290969e-13,5.849909e-15,1.2957858e-07,0.0003038547,2.544752e-21,8.4079555e-05,4.1356064e-11,1.4238809e-07,3.5218832e-06,3.4043833e-14,0.00063991715
1772,1277,1278,0,1.0,1.12733716e-14,0.0,4.5145796e-24,2.0803874e-10,2.4482981e-08,2.8087154e-13,5.2059697e-17,4.717665e-10,3.8998813e-16,5.215718e-29,2.443762e-09,7.858527e-16,2.9700348e-07,1.0285037e-11,6.321294e-18,6.2902694e-16
1773,1278,1279,0,1.0,7.0408566e-13,0.0,3.1774472e-23,6.544203e-12,7.3328316e-10,8.7561723e-13,7.157966e-18,6.091695e-08,1.2955713e-25,2.9590253e-26,4.3348018e-13,1.5784181e-18,1.2995326e-08,3.676341e-15,4.8314334e-20,3.9882006e-20
1774,1279,262,13,3.793666e-06,8.0067636e-10,0.0,1.0134021e-23,1.6733898e-06,1.1359261e-09,2.509545e-07,8.75227e-12,0.02614233,3.0551995e-21,5.0717026e-22,3.6198788e-10,1.466573e-12,0.973851,1.5448588e-08,6.475862e-12,8.354752e-13
1775,262,1280,13,4.9565514e-18,2.0432324e-11,0.0,8.073899e-26,5.8157116e-07,6.692527e-11,2.503085e-12,4.002777e-10,1.127896e-07,1.9924628e-18,4.540548e-27,9.847989e-12,3.778109e-15,1.0,6.931653e-11,1.4156666e-12,1.1264118e-16
1776,1280,1281,13,2.8384528e-14,9.456068e-11,0.0,9.355415e-28,2.074533e-08,1.2980937e-11,2.3468024e-08,3.7079256e-11,7.6351006e-09,1.5004068e-20,2.7049318e-27,3.0009692e-13,1.1275779e-14,1.0,2.8581262e-09,2.7117287e-13,1.9278647e-17
1777,1281,328,13,1.1081339e-13,3.4967354e-10,0.0,6.108923e-28,1.142627e-10,1.053175e-11,5.2488014e-10,8.390368e-12,2.8656294e-07,1.6265238e-25,5.2075967e-25,3.4736405e-11,2.8111838e-11,0.99998474,1.3606802e-05,4.5206618e-17,9.207241e-14
1778,328,1282,13,4.268632e-16,8.672155e-09,0.0,1.2743328e-25,9.503377e-09,2.9853084e-10,1.0304362e-10,9.910619e-13,3.7058808e-08,7.5313825e-20,2.821619e-24,1.9507148e-11,3.1112903e-13,0.999958,4.1029503e-05,3.74372e-15,9.182303e-14
1779,1282,1283,13,3.5175142e-24,3.6722014e-10,0.0,9.641105e-25,1.4615895e-07,2.030902e-09,6.806838e-13,8.059208e-14,5.2081386e-08,4.6166844e-18,1.9755481e-25,2.0152624e-13,3.9714854e-05,0.999958,4.246515e-07,8.548712e-11,1.8947967e-13
1780,1283,316,12,7.004521e-23,1.2302816e-11,0.0,5.619122e-26,6.896633e-09,1.4290855e-11,5.6877115e-15,7.168986e-16,0.00014841667,1.596028e-22,4.4196175e-23,2.1454157e-13,0.8189925,0.18085697,4.2021034e-07,1.8887945e-11,2.143247e-14
1781,316,1284,12,4.587456e-25,7.2017553e-12,0.0,2.1038987e-25,3.5311581e-10,3.1996245e-13,2.606763e-18,1.7197494e-16,6.797155e-07,2.3496636e-20,4.571877e-23,3.5105213e-14,0.9998474,0.000152779,5.8418093e-09,7.460299e-12,9.960515e-17
1782,1284,1285,12,2.6781201e-30,3.2232086e-12,0.0,1.312523e-27,9.977768e-12,4.3738355e-13,9.248912e-16,5.2465226e-16,1.8015201e-07,3.2257433e-19,5.4728697e-21,3.6752915e-14,1.0,1.5503684e-06,1.2111953e-09,3.4876543e-15,9.361403e-15
1783,1285,322,12,4.991246e-29,1.5831422e-15,0.0,3.872576e-30,6.3036294e-15,8.1245124e-17,4.8524784e-17,5.6836443e-19,3.929821e-10,2.9942935e-26,2.509858e-24,3.1490445e-14,1.0,1.2946815e-11,7.2431375e-12,9.11869e-17,2.174249e-16
1784,322,1286,12,1.8998143e-26,1.04992825e-14,0.0,1.7127738e-27,7.939591e-14,1.1333332e-17,1.0089736e-16,5.0606532e-20,1.0479267e-08,5.0909647e-24,6.0333668e-24,1.4286318e-13,1.0,3.1870064e-12,1.2181252e-12,2.9101548e-16,7.313896e-16
1785,1286,1287,8,2.9522498e-18,9.4293025e-11,0.0,2.0466338e-18,3.6443296e-12,2.5633278e-09,4.2905898e-16,1.3268727e-16,1.0,4.4347172e-15,1.2847436e-18,5.706217e-11,5.506646e-07,7.2521747e-13,3.1428626e-15,1.024212e-12,5.486803e-17
1786,1287,1288,8,8.29193e-10,5.661498e-07,0.0,5.4210105e-20,2.2341126e-08,5.0630615e-07,3.8792988e-10,7.313433e-13,0.9999962,1.9185078e-20,2.6259616e-21,8.8484717e-07,2.590721e-12,2.1776518e-09,8.366991e-15,4.2064893e-11,2.5084812e-08
1787,1288,232,15,1.9240559e-20,1.5825296e-11,0.0,8.410088e-24,2.968191e-13,5.7589773e-06,4.767371e-21,9.6620195e-17,2.4870358e-06,2.1827016e-15,3.4217603e-24,5.4377547e-09,3.645331e-12,1.7882326e-12,2.9633262e-13,0.9999923,1.9005002e-14
1788,115,1259,11,2.4298e-24,6.857208e-08,0.0,2.9256421e-28,0.0007071574,2.4890016e-05,2.4633527e-08,4.8759975e-06,1.1050973e-08,9.330618e-11,1.908384e-20,0.9966525,3.446929e-08,0.0026091705,9.783329e-11,4.7514387e-10,4.3033994e-20
1789,448,151,16,3.4076453e-21,1.628596e-12,0.0,1.4877654e-20,5.6484446e-08,2.850758e-14,4.2819175e-19,4.4302174e-16,5.237797e-11,1.856689e-20,4.8567045e-23,1.4373919e-09,5.4084528e-12,5.1258334e-14,3.0201645e-17,9.4645036e-20,1.0
1790,115,151,16,7.852188e-20,6.177866e-14,0.0,7.8809463e-25,1.0187238e-08,1.170637e-13,1.1644704e-17,1.1777146e-12,1.0046126e-12,4.0716245e-21,4.675596e-26,1.7670111e-09,8.669566e-11,4.2448494e-13,3.6653785e-14,1.1547613e-16,1.0
1791,139,151,16,5.5578536e-26,4.6548357e-15,0.0,6.190396e-28,7.2859496e-09,1.5064317e-16,1.3878083e-20,1.4989504e-17,2.3064986e-13,9.427215e-19,2.5332778e-26,3.7045433e-09,6.0430176e-13,1.6883982e-16,4.4387384e-18,7.495555e-20,1.0
1792,214,1289,16,8.283638e-27,2.5741809e-12,0.0,1.571086e-22,0.006244384,1.1478333e-12,9.772097e-12,1.0869889e-09,1.1852729e-12,2.0716124e-18,3.2867389e-22,0.045851827,2.2111617e-15,1.08288534e-13,1.1442997e-14,1.2352783e-22,0.94790477
1793,1289,115,16,7.020247e-24,2.9709353e-11,0.0,3.7363324e-21,0.05605703,5.84055e-13,2.0859807e-11,0.0001506688,2.6462957e-13,2.8022566e-17,4.522944e-22,0.016520312,1.312172e-13,4.1771748e-13,7.5455744e-16,6.472544e-22,0.92727214
1794,436,430,12,3.4731727e-21,2.8314345e-14,0.0,1.1223813e-21,1.9393784e-10,4.64413e-12,4.1005175e-16,2.997143e-16,0.0025605208,1.2544027e-19,4.1937488e-20,4.6917813e-12,0.9974398,2.682782e-08,6.047325e-11,4.5030063e-08,5.1948165e-11
1795,1264,374,6,3.435554e-12,4.954091e-12,0.0,1.1320286e-24,1.4005381e-08,0.00022286954,0.72199774,3.8252137e-14,7.579449e-07,7.328754e-16,1.9958374e-21,0.00042471365,1.2898553e-11,0.009920352,0.2674321,8.364182e-15,6.8531247e-09
1796,374,1286,6,5.3444994e-14,2.7499045e-15,0.0,1.02053524e-25,2.2317608e-09,4.1045523e-10,1.0,2.7225193e-20,1.7342831e-08,4.3319635e-18,1.526666e-26,8.064176e-10,3.115191e-17,3.4541307e-07,9.239706e-09,3.9696437e-17,2.26766e-15
1797,374,1290,8,2.6467224e-11,3.565896e-08,0.0,2.9905068e-24,1.03655045e-11,0.024513988,3.4502767e-12,1.5688339e-15,0.97548705,1.1868603e-13,2.0850293e-23,2.9865188e-08,1.1448035e-11,3.2637204e-10,5.510877e-12,3.8831967e-08,1.4013087e-14
1798,1290,1291,8,2.236459e-22,4.1415104e-11,0.0,1.3202314e-19,2.6330721e-07,0.362635,1.2164367e-09,5.9839055e-16,0.6366919,1.2295516e-08,1.3139768e-18,8.345508e-07,1.6026983e-05,4.9182556e-05,3.6170057e-11,0.00060576433,9.1094785e-09
1799,1291,430,15,1.4526985e-26,2.432965e-15,0.0,2.9873424e-28,1.089639e-14,8.0227585e-09,1.9134439e-19,8.1316047e-19,4.012682e-11,1.5745785e-14,1.640143e-26,1.4421406e-12,4.5108863e-13,1.5532813e-13,5.4548393e-14,1.0,4.779e-16
1800,70,154,4,2.3379029e-23,2.646373e-08,0.0,1.6847135e-29,1.0,1.4131851e-19,1.5005175e-10,1.2060578e-11,2.6642009e-15,1.9485635e-13,4.126949e-21,2.8859338e-08,4.9266645e-14,3.3272517e-11,4.359215e-11,2.795582e-18,6.163812e-07
1801,430,232,8,3.1713885e-18,1.86509e-09,0.0,2.0484862e-17,3.389665e-05,7.7847645e-10,2.5280016e-15,1.5343522e-15,0.9989705,5.7593714e-14,3.23495e-18,3.3278916e-08,7.476664e-09,4.1990408e-08,3.5778368e-13,4.5187836e-09,0.0009947367
1802,139,214,16,5.6884334e-28,1.5105815e-15,0.0,2.7411216e-27,1.2085681e-07,1.28244295e-17,2.2046731e-18,2.6515776e-15,1.5164222e-14,2.0831903e-18,3.6385393e-26,1.28894e-08,3.40842e-13,5.593847e-17,2.212981e-18,9.378169e-22,1.0
1803,46,247,16,3.0432752e-22,1.8453362e-11,0.0,8.536269e-25,6.326917e-10,2.684613e-09,1.6487078e-16,1.9036584e-12,3.7042574e-07,2.3703914e-17,7.604851e-21,0.0036114089,0.16262583,3.5003154e-08,1.5553217e-12,5.7237435e-19,0.83376414
1804,259,247,12,4.791362e-22,6.0138526e-11,0.0,2.6266665e-26,3.5620843e-11,8.1980456e-10,2.2987047e-19,1.1934531e-12,1.00895505e-07,6.5250106e-19,5.6920103e-22,0.00020088014,0.9916238,2.1939465e-07,3.16712e-11,1.3431262e-19,0.008173375
1805,259,58,12,3.199396e-26,2.953942e-09,0.0,4.739007e-31,7.1408914e-11,2.470329e-13,9.476968e-20,4.392309e-14,4.862799e-10,3.2700806e-22,4.6515734e-21,2.454079e-06,0.9998856,4.5287425e-08,3.3448402e-10,7.002975e-22,0.00011376203
1806,30,1292,9,1.3896719e-29,5.215874e-15,0.0,1.3135586e-29,1.1645708e-09,5.148861e-10,1.7153796e-23,8.884492e-22,5.7569963e-11,1.0,1.4348522e-21,6.4365635e-13,5.6048567e-21,2.494965e-14,9.722512e-16,7.1828035e-14,6.053479e-10
1807,1292,204,9,5.9337154e-31,5.517997e-16,0.0,3.094569e-33,1.1079729e-10,1.492294e-11,1.2903397e-23,4.590158e-22,6.099409e-14,1.0,7.6893995e-26,1.8603139e-14,1.4609039e-22,1.684724e-13,5.241022e-16,6.1321464e-16,1.6441609e-12
1808,204,78,9,1.1630469e-22,2.1956774e-09,0.0,7.649052e-27,0.26252577,1.1339563e-09,7.604104e-12,1.5119998e-15,4.4267506e-10,0.7374607,1.5805535e-15,8.165065e-08,3.606156e-15,3.8635785e-06,2.9968368e-07,7.2849203e-13,8.02528e-06
1809,527,228,9,6.02084e-23,9.370319e-11,0.0,5.829014e-30,1.3612349e-06,7.171941e-08,1.1674089e-12,2.104888e-16,1.4906092e-08,1.0,2.3576065e-15,7.360966e-11,6.505539e-15,2.4437073e-08,4.6794546e-09,1.2610613e-13,7.3820276e-11
1810,228,123,9,3.0283053e-27,1.3959534e-12,0.0,5.2837668e-36,2.0888608e-06,2.1142432e-12,6.789897e-15,1.5216801e-15,2.9027893e-11,0.9999962,1.949163e-23,1.307163e-10,6.7884174e-16,7.973454e-09,5.9902505e-10,2.9672142e-15,1.2913398e-07
