source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84
479,1516,1529,0,column,27,0.0,0.0,1.332079614945538e-26,6.609676882443915e-37,6.736514091935299e-31,0.0,2.045895757914233e-43,3.658287905626417e-26,3.6623446864334267e-22,2.624772153526815e-41,0.0,0.0,6.004466968079214e-07,3.551856875379826e-24,5.018538822018166e-25,2.168000271690262e-27,6.332669900171781e-23,4.0039884179968734e-30,0.0,1.555197982705217e-26,2.735446706239189e-40,0.0,0.0,1.7445810380256479e-23,3.3629201325945555e-40,1.7278340637037923e-35,4.157652543651732e-42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,1517,1530,0,column,27,0.0,0.0,6.208345435221571e-28,2.4349242375800886e-40,0.0,0.0,0.0,2.2762227470339704e-30,1.1424118095731973e-28,9.441371717653316e-39,0.0,0.0,2.48915693612517e-10,4.217429125610368e-27,1.9050336221230496e-32,1.4150312999082746e-32,5.920923742922352e-29,5.701754634117699e-34,0.0,2.0986748237939486e-38,0.0,0.0,0.0,3.9722938040603663e-25,0.0,1.9790117822120094e-40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,1518,1531,0,column,27,0.0,0.0,7.46373160320145e-30,2.0190854430715076e-37,0.0,0.0,2.270579953684074e-40,1.076038938493317e-25,2.2540381489864496e-26,7.986202090311078e-33,0.0,1.401298464324817e-45,9.748869160830509e-07,1.001771308096542e-23,4.0417300034578206e-27,1.9485505308444484e-26,1.7426057303189744e-23,3.320692743454847e-28,0.0,8.681697327888249e-37,1.401298464324817e-45,0.0,0.0,2.353634992184237e-15,5.184804318001823e-44,6.200113729343462e-34,0.0,0.999998152256012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,1519,1532,0,column,27,0.0,0.0,4.8999635986104406e-26,6.154613281759008e-33,0.0,0.0,3.916824950125671e-35,4.235995943230115e-23,9.571688475073857e-27,2.1826753079232156e-31,0.0,0.0,0.0019867820665240288,2.2985675228453324e-24,4.995234884801806e-26,9.750671097132997e-30,4.3871213690891874e-20,1.0808392803611032e-26,0.0,1.6366185604598007e-33,1.2031187079689084e-38,0.0,0.0,1.2309030747795213e-12,7.117054770459313e-41,1.7286757857090837e-30,0.0,0.9980126023292542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,1520,1533,0,column,12,2.777539573126328e-28,0.0,4.594754264564127e-12,2.5985562629487124e-15,0.0,1.1037659461990467e-38,1.5744683508536659e-24,1.5704745760208969e-15,1.4728212857324715e-16,4.599531605120726e-24,0.0,0.0,0.999992311000824,1.518169866357109e-18,8.770544336111468e-21,1.4600876861346059e-33,5.4055770750956016e-15,5.23041680259228e-16,0.0,9.96951819953752e-33,2.4099375012720235e-22,0.0,2.1487171470466052e-35,2.3349907678493764e-06,0.0,3.488828042463865e-06,0.0,4.950733268986026e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,1521,1534,0,column,27,0.0,0.0,8.728534561797119e-11,7.747269116100015e-30,7.485051379673104e-32,0.0,2.5223372357846707e-44,3.1930040696244593e-28,7.544762826032712e-25,9.884562198256628e-29,0.0,0.0,7.84129445402515e-12,3.615828600700194e-21,1.4774118601078335e-25,5.127083376905881e-37,7.054725998257433e-14,6.643157917510367e-33,0.0,3.5566636403354844e-35,9.840520374828525e-40,0.0,0.0,4.918935087083424e-26,0.0,1.8261735441154378e-29,1.401298464324817e-45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,1522,1535,0,column,27,0.0,0.0,3.0427390169998874e-16,5.934085108901177e-36,1.0777947008507898e-40,0.0,1.555441295400547e-43,8.571627588442413e-28,3.462773934086958e-21,3.7194867352444046e-33,0.0,0.0,2.0882042761627417e-09,1.3667892790711088e-25,9.536403897748727e-28,6.591784314440121e-34,8.939867363776848e-16,1.264715400607256e-32,0.0,1.0465141945811624e-35,2.802596928649634e-45,0.0,0.0,2.5206898982453875e-25,0.0,1.0847434686081206e-32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,1523,1536,0,column,20,0.0,0.0,4.203895392974451e-45,2.3024842395105022e-14,1.873862549344468e-38,0.0,1.7047127016088932e-17,2.1468289599665637e-16,0.0,0.0,0.0,0.0,2.905542143240547e-37,0.0,5.973029852799387e-30,0.0,1.5500447331364335e-34,8.83777305401373e-38,0.0,3.822909548034659e-06,0.9999961853027344,0.0,0.0,1.469322576859138e-27,0.0,1.5043425545353725e-37,1.8329957283532104e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,1524,1537,0,column,20,0.0,0.0,0.0,1.2948861597637243e-15,0.0,0.0,2.408496942809249e-20,1.1980576942774673e-16,0.0,0.0,0.0,0.0,3.814291824006161e-33,0.0,2.587706255741979e-29,0.0,4.816773830601753e-32,2.7750396432527097e-36,0.0,3.252888952122446e-13,1.0,0.0,0.0,1.1254015398589724e-25,0.0,5.149355170766506e-35,1.8015317853435287e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,1525,1538,0,column,20,2.871933176664426e-40,0.0,0.0,6.384402313832922e-17,3.6517703455652158e-37,0.0,3.5745256686339186e-26,2.2341632184355044e-16,6.616934695658635e-32,1.7241640764781908e-38,0.0,1.7593334953930205e-35,1.3848369594618103e-19,0.0,2.8436913326045726e-19,0.0,3.8692684899124095e-30,2.0808198508990412e-29,0.0,2.8040201391929607e-25,1.0,0.0,0.0,2.0201901228137574e-19,0.0,6.760278920166551e-30,2.4437241856649145e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,1526,1539,0,column,4,0.0,0.0,0.0,4.818264827636336e-31,1.0,0.0,5.907874325593429e-42,4.216196134351384e-32,3.0380150706562034e-41,0.0,1.6570634600333827e-40,8.422488403411587e-22,1.0383621620646894e-42,3.585062978311048e-36,3.905689630720095e-30,1.2471556332490872e-43,8.955241980575547e-35,1.3481941604884578e-32,0.0,1.4439604644695737e-15,3.886030858094825e-36,0.0,0.0,9.52033620894377e-36,2.438708987668538e-21,6.255284240868837e-39,2.1243642798064053e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,1527,1540,0,column,4,0.0,0.0,0.0,2.449058932194469e-27,0.9999942779541016,0.0,4.0420131904802554e-39,1.5309558679572713e-29,1.3895436721568283e-38,0.0,0.0,1.1484838959078173e-23,2.4399719949082795e-38,2.3780034939592146e-42,5.3970884022524214e-30,0.0,6.750280635416197e-30,7.315925660580609e-33,0.0,5.765098649135325e-06,2.4411892357743126e-25,0.0,0.0,6.846315432098647e-36,6.540990572250077e-25,1.3938024220637802e-29,1.709970081353438e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,1528,1541,0,column,19,0.0,0.0,2.6064151436441598e-43,2.71086118214972e-27,2.8744614652929934e-13,0.0,2.3907677735326726e-26,1.4072546486222806e-22,0.0,0.0,0.0,2.3808060908878642e-42,2.5223372357846707e-44,0.0,5.548232316835423e-35,0.0,3.4935362968020154e-32,0.0,0.0,1.0,6.39342321472118e-16,0.0,0.0,8.196511988668601e-33,1.967699267865331e-37,1.4472229106553137e-33,1.2606319271890674e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,1529,1542,0,column,19,0.0,0.0,1.1210387714598537e-43,9.92889686483518e-28,1.0037142563360936e-16,0.0,8.031301368190116e-24,4.236402175041868e-22,0.0,0.0,0.0,6.305843089461677e-44,0.0,0.0,1.2240459409310943e-34,0.0,2.0146885840819497e-33,0.0,0.0,1.0,5.726395356670259e-16,0.0,0.0,1.664111940691794e-32,1.6758571817798477e-34,1.746460562338796e-36,4.285715105357884e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,1530,1543,0,column,19,0.0,0.0,0.0,2.4463165851392163e-25,2.4793762788154192e-18,0.0,2.2190873411755093e-23,5.712751333014146e-26,0.0,0.0,0.0,8.501677783058665e-42,9.612907465268245e-43,0.0,3.488213927717783e-37,0.0,9.900542395083175e-33,0.0,0.0,1.0,1.0061145227154857e-15,0.0,0.0,1.1396796093466248e-33,1.3333300665647336e-34,4.689992411863051e-34,4.544606260362893e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,1531,1544,0,column,19,0.0,0.0,4.007713607968977e-43,3.226807449358323e-23,4.1554994884644024e-19,0.0,1.0297265822025297e-22,1.3804945682074623e-21,0.0,0.0,0.0,0.0,3.363116314379561e-43,0.0,3.777553952123118e-34,0.0,8.652421595163271e-33,0.0,0.0,1.0,3.960648475853645e-11,0.0,0.0,4.674319996044811e-30,5.7949296693688485e-40,2.129185590942879e-33,8.665096340042139e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,1532,1545,0,column,19,0.0,0.0,1.961817850054744e-44,5.6577634236979275e-22,4.776813189283065e-16,0.0,8.574180059744475e-20,1.4312005781982495e-21,0.0,0.0,0.0,8.407790785948902e-45,2.802596928649634e-44,0.0,1.0189201104139416e-34,0.0,1.3313694567819323e-32,1.401298464324817e-45,0.0,1.0,3.886608535008662e-10,0.0,0.0,3.4842884476452263e-31,2.3186069317274163e-35,6.899922172113719e-39,2.8650041693947416e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,1533,1546,0,column,19,0.0,0.0,0.0,3.5364032520728415e-17,2.2153968891604526e-18,0.0,3.2671603963749143e-16,7.577623043976442e-23,0.0,0.0,0.0,1.471363387541058e-43,1.3947123615424904e-41,0.0,2.101996039266375e-34,0.0,1.4537089431816855e-31,1.4967689286992669e-40,0.0,0.9999847412109375,1.4399550309462938e-05,0.0,0.0,3.369804231632202e-31,3.0724589869093074e-38,2.641504374655667e-36,3.233596409818241e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,1534,1547,0,column,19,0.0,0.0,3.6433760072445244e-44,3.205670727783258e-14,4.447785754398637e-27,0.0,5.3003394994430644e-14,4.346480499254294e-18,0.0,0.0,0.0,0.0,4.398226567176e-37,0.0,5.062321082303494e-32,0.0,8.695187911066385e-29,5.27473965344219e-40,0.0,0.9969472289085388,0.0030520823784172535,0.0,0.0,1.7399450081806993e-27,1.0018723500536712e-40,5.1344257324434345e-36,6.924706740821154e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,1535,1548,0,column,23,3.347460884912618e-23,0.0,7.349996878081795e-18,1.4778655025543604e-29,0.0,0.0,2.7941891378636852e-42,4.596749696604795e-21,3.633816194439269e-22,8.871232068383294e-26,0.0,0.0,8.896629566379488e-08,5.574938252503584e-29,1.0977889275784686e-26,2.6589049848539966e-27,1.463687233426895e-22,1.3574820966046817e-19,0.0,0.0,3.6197434828769205e-31,0.0,0.0,1.0,0.0,5.119891284266487e-07,0.0,5.543806798658779e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1536,1549,0,column,23,2.4864741116502944e-30,0.0,3.2211134513444377e-23,6.207335305419342e-33,0.0,0.0,1.9478048654114957e-43,9.422370682455195e-17,2.0335648726716914e-28,1.5524985686254648e-41,0.0,0.0,4.034685928996744e-14,5.225955588590775e-36,4.707998943630898e-30,2.7650580560896643e-33,1.7287443774031265e-27,4.5108541822874856e-27,0.0,0.0,5.769738798884529e-33,0.0,0.0,1.0,0.0,2.4323162638195152e-14,0.0,2.6056157084754563e-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,1537,1550,0,column,23,1.928004518110586e-39,0.0,2.163288208733522e-30,1.4072768295683599e-36,0.0,0.0,7.018347306632273e-40,2.4469224678673606e-18,5.291859604451331e-27,0.0,0.0,0.0,1.7282991281185773e-16,1.0397847154241211e-36,1.171277852585888e-32,2.061052079618777e-31,3.421815154678685e-30,6.175530477864129e-30,0.0,0.0,1.7522070608911604e-35,0.0,0.0,1.0,0.0,1.430763208468846e-22,0.0,1.0338766689069724e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,1538,1551,0,column,2,2.064208140891413e-30,0.0,1.0,2.0624178262068393e-26,1.125803186238558e-41,0.0,3.983322401524636e-34,1.4540611137127635e-35,9.244173456897514e-26,5.428578757238815e-22,0.0,0.0,8.919819417404319e-20,3.038658128120232e-22,7.035080836134551e-29,4.780836543840017e-33,4.468410504891024e-14,4.188685745933476e-25,0.0,0.0,5.7785494963859265e-33,0.0,0.0,3.5318605817735715e-09,0.0,1.458351845411e-17,0.0,1.502166434967709e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,1539,1552,0,column,2,9.643902003192724e-32,0.0,1.0,1.1382035557839767e-31,0.0,0.0,6.43195995125091e-42,6.554438818019002e-37,4.399926780466603e-27,5.85286583361709e-19,0.0,0.0,2.5757349619620277e-18,1.4117973830310863e-23,1.2412849603169062e-25,5.427227551031552e-39,1.116143513875921e-13,1.0698272828359108e-30,0.0,0.0,9.185413342756673e-38,0.0,3.0828566215145976e-43,6.476976593949857e-11,0.0,3.4771658912372293e-19,0.0,3.287095877799283e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,1540,1553,0,column,23,5.3866068836234274e-27,0.0,4.0995136487643917e-25,1.165571800859584e-26,0.0,0.0,2.0911004047568695e-29,1.384141556580416e-24,9.67559515042374e-24,2.5888659629097964e-33,4.191003447102663e-41,9.011944924299747e-38,9.403938565355485e-12,1.0564445437558964e-22,3.52252268818873e-24,8.357948361181755e-11,8.00539940006036e-30,4.3773575801424325e-13,0.0,0.0,4.377198305858934e-32,0.0,0.0,1.0,0.0,4.208465940093827e-25,0.0,1.2728072762424603e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,1541,1554,0,column,23,3.794314456205673e-30,0.0,6.31017268737941e-15,2.1530827887130162e-27,0.0,0.0,4.846029740892024e-29,9.228041621164294e-25,8.532514008210698e-35,2.678132029594024e-36,0.0,0.0,2.7790234848577844e-13,3.4414940510628628e-28,8.889095804081983e-31,4.900911035644576e-21,5.362938504609621e-30,5.403105491976143e-22,0.0,0.0,3.977404448683818e-32,0.0,0.0,1.0,0.0,7.827452616843746e-21,0.0,1.7185203260959945e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,1542,1555,0,column,23,6.165325555190753e-19,0.0,1.9324973479090124e-12,3.430796232445521e-29,0.0,0.0,3.931594234607774e-38,1.0749662405040167e-21,1.6905272538143965e-21,1.4669828724217788e-25,2.382207389352189e-44,0.0,1.4143343207706494e-07,7.256246132782102e-27,1.1716616991958134e-25,1.0047665112645651e-26,5.908422272392349e-22,4.1277250899403446e-19,0.0,0.0,7.037703956480389e-31,0.0,3.923635700109488e-44,0.999998152256012,0.0,9.100751867663348e-07,0.0,2.574015539583647e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,1543,1556,0,column,2,5.573448960405947e-22,0.0,1.0,3.237782392221293e-30,0.0,0.0,1.241494387453215e-40,1.6215582329254307e-29,3.2028763480007894e-26,2.764806198833172e-17,0.0,0.0,1.2800639302197213e-15,1.294753238553667e-22,2.826210691932758e-22,5.605862175773262e-36,2.0941430013687867e-13,2.8687598004947713e-28,0.0,0.0,3.202918546329577e-30,0.0,1.3248703849119237e-38,1.1880914740913795e-07,0.0,3.606859412920785e-14,0.0,4.5687368419636136e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
