beam_id,start,end,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
2161,864,882,8,0.0,3.2774705e-09,1.9681856e-16,1.639457e-16,0.0014724714,9.31062e-37,1.5809003e-11,2.7611736e-07,0.9985286,1.8470941e-14,1.1127245e-15,2.2738546e-29,0.0,6.129636e-11,9.719628e-22,6.7947007e-12,4.7913054e-15,1.4139382e-29,6.809597e-19,3.926935e-07,1.1702892e-27
2162,892,884,8,4.34509e-39,3.6890505e-10,1.5566363e-16,4.1564593e-15,3.946992e-18,1.5028593e-34,1.8559619e-10,1.1414557e-09,1.0,2.6784545e-17,6.576408e-13,2.0822506e-20,0.0,2.4508253e-12,8.6801225e-26,4.028211e-07,1.2556278e-20,6.039298e-35,1.0008426e-24,9.713655e-08,6.971284e-22
2163,893,885,8,3e-43,1.0759317e-11,6.07041e-20,2.9849104e-17,1.1644127e-17,9.3924137e-38,6.461316e-08,1.1859226e-07,1.0,4.679166e-18,1.5185777e-15,7.527879e-27,0.0,2.149357e-12,2.8379557e-21,3.469085e-11,3.5181037e-17,3.139926e-38,2.5303605e-19,3.0485163e-14,9.578e-21
2164,894,886,8,0.0,2.0806058e-06,1.1360884e-13,1.4432236e-06,8.05511e-09,5.851655e-28,3.446454e-09,0.13358776,0.8663461,1.06037935e-10,1.3564205e-12,2.888934e-20,0.0,6.2978216e-12,2.2074165e-18,1.7075395e-07,6.220319e-05,8.211428e-36,3.6197654e-19,6.5627685e-15,1.8428184e-18
2165,1391,902,6,1.0433556e-08,1.0834783e-09,1.1404137e-12,2.422942e-16,9.5633895e-30,4.59e-42,0.99654984,0.002976665,6.641932e-06,3.2511962e-09,1.1393154e-09,3.9219935e-30,0.0,0.00046697658,2.1231092e-12,7.1033246e-09,1.1125013e-12,2.75642e-27,5.1593894e-25,2.8954826e-16,1.61675e-25
2166,904,932,7,8.143094e-33,1.3898109e-05,1.0873524e-19,2.168791e-15,1.6753821e-29,0.0,7.725403e-07,0.99988943,5.68765e-06,2.0310591e-07,6.439962e-14,4.116236e-39,0.0,8.925026e-05,5.4274686e-19,3.2470978e-14,2.6752398e-08,2.034822e-28,1.798971e-16,4.9734995e-12,1.5064109e-28
2167,929,906,3,1.3016613e-30,1.7966852e-11,1.1062026e-15,0.9149845,3.9592408e-16,5.867335e-32,1.2767183e-08,0.080643944,0.004373374,1.3549013e-10,3.2964408e-17,1.3370679e-20,0.0,4.1138688e-15,2.1470323e-17,1.1274825e-08,5.303609e-09,2.6972873e-34,1.5389474e-23,9.129535e-20,1.925282e-20
2168,925,908,7,1.8360891e-33,3.477534e-06,7.6815814e-16,5.9106827e-05,1.3290258e-16,4.659757e-30,3.4525517e-06,0.99183565,4.0232504e-07,0.001285886,1.966045e-18,1.2405589e-28,0.0,8.950092e-11,5.022814e-16,4.421911e-08,0.006812848,3.0272753e-36,4.2087294e-22,2.112753e-18,9.5592595e-24
2169,910,922,7,7.2574274e-37,8.487887e-10,1.9724192e-14,3.0096994e-09,1.1243285e-18,5.5644186e-30,1.7526207e-06,0.5355637,0.46442628,2.7403465e-13,2.6992556e-17,7.76882e-21,0.0,1.2434928e-11,1.613253e-22,5.9007133e-09,9.537129e-06,4.851231e-35,4.709793e-16,4.1115562e-18,9.795174e-32
2170,921,911,8,5.107061e-35,2.5119162e-10,8.053692e-18,2.2029474e-20,4.458816e-25,3.847041e-32,4.938144e-06,4.8440725e-06,0.9999886,9.63534e-16,2.4223404e-17,1.5024714e-24,0.0,1.7390245e-10,1.0116269e-20,9.501241e-16,2.2194649e-11,4.886211e-39,3.697938e-19,8.1234324e-16,2.194754e-26
2171,915,912,13,1.8834682e-13,8.80778e-09,1.7665454e-17,1.8511746e-18,0.0,2.5e-44,0.00042390442,1.1578625e-08,2.3353804e-08,3.1195427e-10,4.1343784e-10,9.5263e-41,0.0,0.9995767,2.1172752e-07,2.2042357e-18,2.7736552e-12,6.2249155e-30,1.7214933e-26,1.2788805e-11,7.6538376e-20
2172,1395,918,0,0.99935937,6.2040556e-07,2.1116788e-13,2.9929973e-15,4.337e-42,7.912669e-32,0.00048806175,1.0493888e-12,2.2470273e-08,1.8683557e-12,1.0627773e-09,3.2485206e-30,0.0,6.356419e-06,0.000112498004,1.0717824e-18,5.9377064e-14,0.0,1.2193991e-27,3.9372276e-13,3.4806017e-05
2173,921,939,1,3.633155e-35,0.862044,4.849165e-10,8.862867e-06,2.8054104e-33,2.463e-42,1.21157655e-05,0.0045520673,2.2488002e-10,0.00041838756,1.1566538e-14,5.4614046e-34,0.0,6.022037e-07,8.083985e-09,5.4625554e-10,0.13296495,5.9413594e-35,2.0325348e-19,9.671042e-12,2.1160118e-18
2174,1020,948,7,1.0586978e-33,0.3937477,1.3080325e-15,6.009486e-14,8.109977e-20,1.132873e-28,4.64118e-09,0.40856534,0.12726626,0.07002966,7.0251877e-13,7.594694e-24,0.0,0.0003781749,1.2549226e-22,6.205413e-12,7.628645e-07,4.4115823e-31,7.0679216e-15,1.2931355e-05,3.582033e-26
2175,933,946,9,3.0604208e-24,3.759539e-05,3.1726438e-20,0.00085117447,1.1831526e-22,9.0756586e-32,3.732271e-07,0.11089907,8.417301e-11,0.8882114,4.2504906e-12,1.2601843e-31,0.0,6.1634586e-07,1.0731204e-10,4.3257966e-14,1.6468407e-09,7.01338e-28,1.5596606e-25,1.7551042e-12,6.8916096e-24
2176,944,930,1,2.0250747e-26,0.99992365,2.1164569e-17,4.3009817e-15,4.635156e-35,8.563408e-39,5.84179e-08,3.809589e-06,1.05326095e-08,7.4109426e-05,1.1657283e-17,1.5406998e-28,0.0,1.603857e-09,4.758657e-18,2.2880817e-21,3.1228854e-12,1.3211394e-25,9.57603e-28,1.7377969e-11,1.9439404e-18
2177,943,928,3,1.0081715e-27,6.0077733e-12,1.6438507e-19,0.98501116,1.5835519e-16,5.504623e-32,6.097927e-08,0.011413204,0.0035714868,3.570079e-13,3.3566394e-17,1.9583272e-26,0.0,3.878061e-15,2.7947518e-17,5.158211e-09,4.329694e-06,0.0,2.354946e-15,5.6723103e-21,5.024648e-18
2178,942,926,7,0.0,5.161685e-13,3.7591554e-18,2.4077803e-05,5.4627245e-09,1.8090262e-30,1.1639855e-11,0.99972534,4.068054e-06,3.9732181e-10,2.8585152e-19,2.9081647e-26,0.0,7.032149e-16,1.5231134e-24,1.2018888e-09,0.00024577824,0.0,7.535398e-22,3.025885e-24,1.0002487e-36
2179,924,941,13,7.278274e-15,1.284384e-06,7.804434e-21,2.674906e-21,1.328e-42,7.709e-42,8.602174e-09,3.0880534e-07,2.819931e-08,5.203325e-11,4.9492836e-08,2.7475e-41,0.0,1.0,8.8871395e-14,1.1042868e-18,1.177814e-11,5.8894525e-37,1.3098177e-26,5.653508e-09,5.325598e-27
2180,948,964,1,5.1155288e-33,0.92484885,1.1353242e-16,8.108467e-19,1.6603e-41,4.5497362e-35,7.246525e-08,3.27097e-05,0.07507442,4.2560547e-05,1.4648041e-15,1.0434983e-24,0.0,1.7630603e-07,3.3845464e-21,1.7346513e-18,9.9422805e-12,6.8194545e-25,2.7404837e-27,2.8594818e-07,8.1764194e-21
2181,936,962,7,6.764746e-36,3.5682468e-10,5.1031276e-20,0.0017706736,5.287314e-14,1.3180003e-22,6.481196e-13,0.9982277,1.6597775e-07,1.2483201e-06,9.887989e-15,4.6712665e-25,0.0,2.071246e-13,3.1970846e-22,5.0941235e-12,1.7176753e-11,3.482e-42,1.0526938e-17,4.9752138e-17,2.380475e-26
2182,946,961,3,6.871187e-39,4.3301375e-07,2.108355e-20,0.6425477,3.2729737e-16,4.8241554e-29,3.318238e-12,0.32652542,4.3121614e-11,0.03092399,4.200109e-18,2.2504617e-28,0.0,8.235369e-12,8.8613675e-16,1.0319767e-13,2.7187714e-06,5.5186565e-36,1.9453886e-24,5.550842e-18,2.0468186e-28
2183,944,959,1,2.865603e-25,0.99810594,5.0470855e-18,1.9369532e-10,1.1258298e-27,3.992364e-39,8.8675876e-09,3.9703646e-05,1.2056226e-08,0.0018556854,1.6147356e-16,1.597898e-30,0.0,6.662447e-10,1.215424e-19,4.9891605e-18,2.3925049e-08,2.200974e-27,3.1159032e-25,5.7917476e-10,5.145195e-19
2184,943,958,7,6.5811115e-25,3.0810337e-11,3.1352576e-23,7.488439e-05,3.0736842e-19,1.8792926e-34,4.737862e-11,0.9994546,4.7108517e-09,2.9114516e-10,1.25014296e-17,1.0126461e-35,0.0,1.2166119e-11,9.263348e-17,3.1212924e-10,0.0004688794,0.0,2.6678833e-07,2.9615217e-18,3.885256e-23
2185,942,957,7,7.5554676e-35,1.115141e-10,7.874051e-21,6.175603e-07,5.4529224e-15,1.5346738e-38,3.3884575e-08,0.99842197,0.0015739388,5.3215162e-12,3.005885e-20,8.5459244e-30,0.0,1.0706402e-14,3.3521699e-19,2.88453e-12,5.0223603e-06,2.912e-42,3.8493269e-19,3.0099433e-22,6.1536756e-25
2186,941,956,13,1.8677785e-12,5.328713e-10,1.2577233e-19,2.4292235e-18,8.56e-43,5.48967e-40,3.8077585e-06,1.0053945e-05,1.8620067e-07,5.806478e-11,1.9345618e-09,9.81467e-40,0.0,0.99998474,3.970101e-08,3.9232142e-18,4.3770135e-10,9.482714e-36,2.452531e-24,1.0884068e-11,3.6666921e-22
2187,938,954,1,6.1835653e-31,0.89695513,3.9784637e-11,0.00019344632,9.977757e-29,2.0273503e-38,4.1278647e-05,0.013143284,7.4363224e-11,0.08622968,3.6156685e-18,5.041167e-30,0.0,7.5082e-06,5.9503426e-12,1.6185324e-11,0.0034306848,2.0132836e-32,1.6656662e-19,4.5318376e-15,1.7645695e-20
2188,940,953,1,8.280982e-20,0.4361716,5.777944e-14,1.1264378e-08,1.5722009e-30,1.8300693e-32,1.035595e-09,0.00913599,7.499773e-09,0.24782254,1.487944e-09,3.1805168e-37,0.0,0.30682653,1.3010738e-10,5.3789957e-17,4.4536253e-05,3.9856244e-38,3.2351476e-18,1.2522194e-09,7.373778e-12
2189,1395,950,6,1.4353609e-14,0.00010149013,5.1121006e-16,1.2334404e-17,6.614765e-39,1.0325999e-26,0.92574537,8.2372075e-08,0.007156464,5.2443894e-13,1.4688933e-09,5.1097557e-33,0.0,0.06694907,4.5962428e-05,9.5190795e-18,2.397262e-10,5.3380974e-38,5.1718417e-18,5.687813e-10,2.7193428e-13
2190,950,980,13,8.621637e-13,1.191445e-08,6.0617383e-18,7.0640417e-22,2.6036e-41,3.419702e-37,2.5305013e-07,8.4708764e-09,1.3382036e-08,5.1885135e-13,2.2676865e-07,3.4844486e-38,0.0,1.0,6.6891037e-12,4.8883847e-20,5.3223e-15,3.6724454e-37,1.4706946e-22,8.311694e-09,1.5831012e-21
2191,952,978,6,0.0038272638,5.387023e-10,1.8916397e-14,3.1127828e-15,7.664326e-35,3.6018094e-31,0.79682857,1.4329987e-05,0.00069336867,1.3049715e-09,4.271679e-08,3.4191794e-30,0.0,0.19862723,1.071957e-05,7.0025494e-14,4.9824483e-10,4.573188e-37,3.9569613e-31,5.559639e-17,5.968232e-20
2192,980,1007,13,2.0165766e-14,3.2532788e-10,1.5340471e-16,7.965405e-22,1.1255307e-32,6.647845e-34,2.3275284e-07,4.528456e-05,1.2220566e-07,8.734926e-12,3.929336e-05,8.843398e-32,0.0,0.9999161,2.6224126e-10,1.1095063e-17,1.3898893e-14,4.142486e-28,4.765089e-25,7.666416e-09,2.1461018e-22
2193,977,1004,7,2.5e-44,2.3821491e-09,8.167661e-13,0.00021889758,9.525991e-31,2.1707781e-37,1.3836671e-08,0.99972534,1.6457863e-08,1.3969466e-09,5.4801455e-19,1.5116338e-26,0.0,3.6933816e-13,4.548982e-16,3.6529313e-12,5.4536165e-05,2.7735127e-38,6.0828453e-24,4.5025573e-24,2.5279805e-24
2194,976,1002,1,8.491268e-37,0.99825436,7.1311224e-10,1.7395986e-06,7.05696e-29,0.0,0.001548001,1.0512075e-05,2.9274165e-06,1.0144557e-05,3.4882657e-08,1.5358634e-37,0.0,0.000100470104,1.0330068e-09,2.4330606e-05,4.4797973e-05,4.2287655e-22,1.4698642e-15,4.1820203e-06,1.2516e-07
2195,974,998,0,0.92063886,1.7140304e-10,2.292902e-16,3.1490528e-16,4.033717e-36,2.3571151e-35,5.886382e-05,1.9131271e-07,7.387054e-08,6.5866894e-09,7.494221e-10,9.261431e-34,0.0,0.020132914,0.059168734,4.7991113e-17,1.26668e-10,9.5e-44,1.5659879e-30,2.346417e-16,7.981723e-11
2196,973,996,13,7.7656904e-33,0.14041166,2.2068073e-13,2.8392427e-22,1.0516366e-35,4.66176e-40,5.6054287e-08,0.00018507004,2.4015955e-07,0.00014233509,1.6050251e-10,8.26986e-30,0.0,0.85920745,1.094104e-14,2.4379605e-17,1.069962e-15,2.2068972e-08,7.295014e-21,5.16208e-05,9.616935e-25
2197,971,992,7,1.0974e-41,3.8668377e-13,2.356679e-16,0.0056563937,8.150489e-11,5.5226495e-24,3.3114201e-13,0.99397576,8.9170825e-08,0.00036629368,2.1292982e-19,4.69874e-23,0.0,4.627893e-13,2.4475347e-21,3.5203205e-16,3.0623826e-09,2.8114e-41,8.432462e-28,1.6643743e-22,1.425379e-32
2198,970,990,1,1.01e-43,0.9988181,4.0103278e-17,3.3037984e-06,1.5774217e-22,2.5517834e-26,8.943979e-12,0.0010511925,1.30767805e-08,0.00012630795,2.2563522e-11,2.3443575e-25,0.0,2.2787688e-07,1.5053763e-14,2.1808426e-10,3.0826964e-08,5.269457e-28,7.047996e-23,7.0058337e-07,1.2934839e-23
2199,968,987,3,5.2022634e-37,7.0725013e-09,1.0744243e-15,0.8464129,1.5198998e-14,8.1735774e-22,2.426499e-12,0.1352558,4.3468322e-09,0.018331155,3.1012e-17,4.7906015e-19,0.0,1.0919447e-13,1.7795172e-18,3.9808957e-17,9.18643e-08,5.388e-42,1.0063166e-25,1.2073394e-23,3.950318e-27
2200,967,985,3,2.10109e-40,2.990399e-05,4.212494e-19,0.69027936,5.865659e-16,3.407394e-31,6.898389e-11,0.30937105,3.03289e-08,6.513668e-05,4.1650059e-19,2.3717415e-30,0.0,2.7088645e-13,4.3047642e-19,7.6073026e-10,0.00025612034,2.230679e-32,1.171016e-14,1.4122226e-16,1.1133679e-26
2201,964,965,1,2.5764695e-35,0.9999809,9.260121e-12,2.4018793e-22,0.0,4.89534e-40,8.033849e-08,3.2634337e-10,7.787721e-06,7.35152e-08,2.7749845e-15,7.1303333e-25,0.0,2.8704639e-08,4.4057587e-18,4.1325166e-18,8.81208e-17,8.292695e-16,1.6433668e-28,9.231193e-06,1.6902702e-20
2202,965,982,1,5.533383e-39,0.9998436,5.709804e-13,1.8256954e-19,7.52e-43,3.5570946e-37,8.716469e-08,6.6852905e-08,0.00015229487,1.9255087e-06,5.679887e-14,5.1463847e-22,0.0,1.3832554e-08,1.8090493e-20,1.0868766e-17,1.1225565e-14,2.6971357e-17,8.3857115e-31,1.6391778e-06,1.4766332e-19
2203,1007,1394,13,6.75883e-24,0.0013552476,1.8072071e-13,1.9046475e-18,1.895105e-39,7.352208e-34,0.0005935472,0.2956231,2.9352905e-05,4.786187e-09,4.2052542e-11,1.659324e-27,0.0,0.70239717,1.8711628e-08,5.0042384e-18,3.098027e-12,2.1718094e-18,1.3915712e-14,6.90922e-09,6.316476e-17
2204,1001,1019,18,4.755554e-18,5.47364e-07,1.0432831e-17,8.06141e-17,1.7503575e-19,7.941e-42,6.87425e-10,7.1866045e-05,2.7550396e-07,2.2056168e-09,3.7871782e-11,1.5264994e-38,0.0,0.011106072,4.5729077e-15,4.167561e-13,2.8107748e-12,3.440942e-36,0.9888211,1.8546766e-07,4.413347e-17
2205,999,1017,13,2.6399437e-13,1.1947777e-06,2.885795e-20,9.239108e-16,1.1771046e-33,1.3242034e-38,3.9211376e-09,0.00046996633,2.954576e-07,0.009234377,6.967479e-08,8.7678684e-36,0.0,0.99029326,3.9445639e-13,1.0741072e-18,1.6962764e-06,1.3902569e-34,2.2496084e-31,4.9340687e-09,4.3143232e-23
2206,995,1016,1,2.383411e-18,0.4933336,5.1703203e-19,2.3583614e-23,5.026886e-35,1.256009e-38,3.2699718e-05,2.0802023e-05,0.002320326,3.658463e-07,4.337887e-09,4.7624685e-34,0.0,0.48970366,4.748716e-12,3.3314164e-19,3.375163e-12,1.4740035e-21,5.2685858e-23,0.014587969,4.000141e-15
2207,993,1014,9,1.4331514e-13,0.014831324,1.0323525e-17,1.7939081e-07,1.8326974e-23,1.1824e-41,3.1194983e-08,0.026389716,6.1231886e-10,0.9572291,3.8582497e-12,1.9740013e-35,0.0,2.6026273e-05,4.970522e-12,4.536245e-16,0.0015238909,1.1536482e-37,1.8432423e-23,2.9247717e-13,2.6960041e-17
2208,989,1013,1,1.9109938e-18,0.99916494,8.468723e-14,1.6937513e-10,9.4894123e-35,7.5986e-40,6.026398e-09,0.00016237637,2.4764078e-11,1.2324085e-05,3.4627236e-12,9.766169e-35,0.0,0.00060863886,9.085861e-13,2.1515431e-16,2.6943007e-07,4.932592e-35,2.3125825e-05,2.8917897e-05,3.1766842e-15
2209,984,1011,18,1.2327336e-19,7.909696e-06,1.8293635e-18,1.7112818e-08,3.396139e-26,3.27296e-40,1.4055417e-09,0.0002391205,1.3202715e-12,1.5656539e-07,1.1101309e-13,6.7386013e-37,0.0,1.1214697e-06,1.6920485e-15,4.2978343e-14,8.903143e-09,1.5807372e-34,0.9997521,6.340133e-10,4.0023175e-18
2210,982,1009,6,3.003717e-36,0.0042446447,1.6277246e-14,6.474389e-24,1.5523591e-33,6.3895e-41,0.9950417,4.3128446e-07,0.0006761296,3.008378e-10,1.7566515e-12,2.197508e-28,0.0,3.6872447e-05,3.9943927e-15,1.6207447e-18,4.825673e-18,8.89646e-08,6.346222e-20,1.6823827e-06,1.7316225e-19
2211,1026,1023,6,3.4166026e-20,1.4387731e-11,1.0522578e-14,3.7787934e-19,1.0282423e-38,2.342011e-36,1.0,4.5917233e-12,3.1521685e-07,3.7246585e-16,3.571764e-23,1.0711596e-28,0.0,1.9681596e-12,3.5430133e-13,1.7541827e-17,2.2462173e-12,1.62228e-40,3.9231306e-30,3.0317731e-27,6.7630007e-26
2212,1025,1024,0,0.9423957,1.4046774e-11,5.3417882e-14,6.899421e-17,1.8336015e-36,1e-45,0.05760461,7.1776274e-10,2.281713e-11,1.11800265e-11,2.4487587e-13,8.008812e-32,0.0,7.623051e-09,4.4965407e-13,8.00697e-12,5.093278e-16,2.1160887e-29,1.7132312e-27,3.3533674e-22,2.0157638e-19
2213,1040,1043,7,1.7662741e-19,1.5277314e-12,1.1038083e-15,3.2482327e-17,5.4186675e-30,1.0508232e-34,0.0010725553,0.99892867,3.0852743e-07,1.4485915e-12,5.8357555e-15,2.2462075e-28,0.0,3.2203536e-07,1.9269422e-13,1.2518234e-16,5.3635603e-12,4.36308e-40,2.6991207e-18,4.2493925e-25,2.9890656e-27
2214,1027,1026,6,1.3635733e-29,1.8592641e-10,1.9624224e-14,1.07515e-15,9.320161e-33,0.0,0.99944323,0.00040208627,0.00015350456,4.1951533e-14,4.110378e-19,1.7076034e-31,0.0,2.1381232e-10,2.300045e-13,8.118438e-10,4.2908344e-09,5.2918747e-29,5.648361e-22,1.2241105e-20,5.1906223e-24
2215,1039,1042,0,0.99207413,1.5274097e-06,5.6605718e-14,1.6951496e-15,1.1011081e-38,2.75e-43,5.7395896e-06,0.00022616946,5.89523e-07,6.76044e-13,7.384014e-07,8.249228e-36,0.0,0.00767112,1.0557884e-06,1.2695376e-12,1.2717509e-15,3.3392217e-38,3.4295515e-15,3.874328e-11,2.0010146e-05
2216,1028,1025,6,1.6250743e-23,1.9999976e-07,3.5739235e-12,1.255591e-10,1.7299203e-25,0.0,0.91701126,0.00024145145,0.08257651,1.8588245e-10,4.511103e-16,9.2401743e-29,0.0,1.027049e-11,2.015712e-17,0.00017138461,8.040716e-08,1.9051068e-24,2.1929218e-18,9.314494e-14,7.822393e-17
2217,1041,1046,6,1.6844192e-20,2.024399e-07,1.857636e-15,2.984137e-24,2.5452e-41,6.33779e-40,0.9931305,0.000104476756,8.845983e-05,4.4687067e-11,4.5839377e-11,1.3423498e-31,0.0,0.0066752164,1.600301e-08,1.19265085e-14,2.2736899e-14,9.640019e-14,1.3699082e-21,6.894134e-09,1.03708255e-22
2218,1043,1044,6,1.681174e-24,3.1405695e-10,7.5198854e-16,8.023071e-15,4.638491e-31,5.7766672e-36,0.97239596,0.027602432,1.1197848e-07,5.1626975e-10,5.3645005e-20,1.5699379e-27,0.0,1.404362e-10,6.76681e-14,3.8850348e-15,6.9952216e-10,4.289117e-31,7.688631e-20,2.1778002e-25,5.6937524e-28
2219,1038,1040,6,3.5397224e-25,2.4412583e-07,2.3977091e-11,1.8283964e-15,4.5320475e-29,1.9256377e-32,0.9841622,3.137883e-05,0.015804071,8.7546116e-11,2.9502785e-19,2.6140356e-23,0.0,3.2490654e-08,4.5584111e-10,1.5202543e-13,3.4014226e-07,2.3678363e-30,3.795507e-27,8.6187745e-21,2.0344306e-16
2220,1037,1039,20,1.9339092e-05,1.5655499e-10,1.0225146e-18,2.0668309e-16,5.7350563e-37,5.57685e-40,1.0195358e-09,2.075066e-13,9.716711e-12,8.724203e-12,5.5547053e-15,1.9478672e-33,0.0,3.8570616e-10,2.7755977e-08,4.0903275e-18,2.3103674e-14,2.1e-44,8.5580415e-34,5.011203e-21,0.9999809
2221,1033,1030,6,2.6858224e-31,1.4525699e-05,1.01132126e-14,1.8168095e-19,1e-45,2.5634985e-28,0.9405857,1.0666613e-07,0.05936542,9.2666985e-11,8.348465e-08,7.2887304e-20,0.0,4.0282853e-08,8.7462196e-14,7.374291e-10,2.8741843e-19,1.1082849e-15,1.0466033e-25,3.431689e-05,1.4430595e-12
2222,1035,1031,8,1.4005397e-36,0.003817684,1.0198782e-16,2.8834093e-11,4.5548245e-20,1.2870411e-38,2.1676678e-06,3.4505504e-06,0.9961774,3.2418952e-09,4.9365678e-11,8.556603e-27,0.0,4.4401594e-11,1.1112625e-20,1.3750588e-08,3.5754528e-11,6.599383e-34,2.1261404e-27,1.0237542e-06,3.2683993e-13
2223,1036,1049,18,2.2560177e-25,4.2052561e-10,1.7279413e-18,3.7418953e-21,7.514846e-29,2.5343668e-36,5.2558232e-14,1.20452e-07,5.3710772e-11,1.7968008e-12,3.4355074e-16,1.4071554e-33,0.0,6.8641434e-08,4.9240303e-23,1.2049901e-20,1.1215313e-18,1.3980475e-35,1.0,1.5086192e-13,5.92883e-23
2224,1034,1048,18,5.182839e-27,2.3366457e-08,6.5903644e-15,8.106881e-21,1.6162783e-21,0.0,7.73603e-12,3.1902605e-08,2.560727e-10,2.2202366e-10,1.795481e-09,4.167825e-31,0.0,9.105518e-09,2.879736e-20,2.6847446e-10,4.0310738e-20,1.5646483e-10,0.916693,0.08330612,1.3787189e-24
2225,1067,1055,4,3.1922618e-35,2.1245086e-14,1.9719918e-20,4.0354484e-10,0.9999886,5.2e-44,2.6347839e-12,2.6857117e-07,9.5138375e-06,7.356436e-14,1.2432085e-18,7.8631855e-36,0.0,1.3499519e-13,2.314639e-20,9.595027e-09,6.6993145e-13,3.19656e-40,3.8024187e-20,3.374228e-17,1.8318747e-21
2226,1065,1056,4,1.03522e-39,2.42959e-14,3.9805995e-21,1.9276447e-09,1.0,7.6e-44,5.5656047e-16,1.9147807e-11,7.5606377e-10,1.8916409e-13,7.4592653e-22,5.376792e-35,0.0,5.2281224e-16,2.1040787e-22,2.5143693e-11,9.98195e-13,2.257053e-38,5.5708455e-33,2.4324135e-18,2.0744902e-26
2227,1051,1064,18,2.2055255e-38,2.3788145e-18,1.7532626e-21,4.0650463e-20,6.234813e-19,0.0,2.7362149e-17,1.8660744e-14,1.0400611e-16,2.369196e-19,5.586841e-21,1.04252525e-36,0.0,6.2001944e-16,1.2052036e-24,1.7220397e-17,1.23669875e-20,2.5049744e-36,1.0,9.21066e-19,3.7452722e-25
2228,1050,1066,18,2.064979e-39,1.5488937e-17,2.1025141e-22,9.8739516e-18,3.6997494e-16,0.0,5.4664516e-18,1.0330407e-12,1.5878772e-16,2.1980976e-18,1.8319672e-19,3.1473127e-38,0.0,3.3993317e-16,1.9456566e-23,2.1787737e-16,4.4301043e-21,2.2900138e-34,1.0,1.504593e-17,1.6097604e-23
2229,1052,1053,18,4.13582e-37,1.1706571e-09,7.987345e-14,1.4343497e-12,1.2557425e-13,0.0,1.4109177e-11,1.5423444e-08,7.191656e-11,2.4442213e-07,4.0507336e-17,1.8306516e-29,0.0,9.073921e-11,1.0990834e-19,4.306603e-12,3.0094714e-08,4.697789e-31,1.0,8.300945e-11,8.913134e-24
2230,1053,1054,9,3.0706771e-31,8.668173e-12,1.3392227e-19,0.0032728205,2.1007295e-19,1.0029909e-31,1.5381109e-12,0.10779503,4.343235e-09,0.88893,3.1782432e-18,2.5338842e-28,0.0,6.095565e-12,1.0262884e-20,2.6686717e-11,1.2349869e-06,2.419791e-32,6.0349355e-23,3.889611e-18,4.611633e-33
2231,1078,1069,8,3.6076886e-27,2.67897e-06,5.7691533e-15,4.0164164e-27,1.5644275e-25,1.193332e-39,2.7473793e-06,1.4764984e-11,0.99801064,6.3647326e-16,3.3698658e-10,5.866608e-28,0.0,0.0017686484,1.5827436e-15,1.3642542e-15,5.992971e-17,7.7877107e-31,9.155946e-18,0.0002170939,1.9244128e-23
2232,1076,1070,8,1.1168441e-17,4.1456607e-07,5.318418e-17,6.982781e-22,6.219241e-38,2.4992856e-36,2.3977436e-05,4.392964e-06,0.99909633,6.854277e-16,2.7480202e-05,3.4333137e-27,0.0,0.00084350735,4.331305e-17,2.3827466e-11,8.743918e-14,5.6741494e-36,5.8309874e-17,3.2304195e-06,2.0072509e-22
2233,1074,1071,7,1.2069904e-29,2.9084894e-09,6.212987e-21,2.913828e-11,5.528109e-24,2.1896596e-35,6.7817444e-07,0.9996263,9.602401e-06,1.948819e-10,5.3140632e-15,1.9272673e-34,0.0,1.7456738e-07,2.747571e-19,1.6154104e-12,0.0003636096,0.0,4.5827324e-18,6.11539e-18,3.624114e-36
2234,1073,1072,8,2.2184858e-31,3.027617e-09,6.510639e-12,1.0664506e-13,2.5512742e-21,2.491615e-27,0.0031998241,0.018672822,0.97812515,9.729878e-12,6.038141e-14,5.206322e-19,0.0,8.1829196e-11,2.0137302e-16,1.4916764e-11,2.9517935e-07,8.1682595e-34,1.1047258e-24,3.189064e-18,6.1935926e-18
2235,1074,1089,7,1.6769734e-30,4.59125e-12,2.2256078e-22,1.7242536e-11,5.232006e-26,1.72668e-36,1.4808271e-08,1.0,2.1615138e-08,4.2708764e-10,5.9193145e-16,1.6428346e-35,0.0,5.941392e-09,3.3319995e-20,1.3664966e-11,9.056441e-07,1.46408e-40,5.3717165e-17,5.3438564e-18,4.4273e-36
2236,1073,1088,7,1.754942e-36,2.1565257e-13,1.5369908e-19,2.413213e-14,2.2719638e-22,3.8950544e-36,8.5129575e-09,0.9999962,3.8499693e-06,3.303751e-12,7.650284e-18,2.2714346e-30,0.0,4.364338e-12,4.8153766e-25,3.2676874e-14,3.1618253e-08,1.306904e-39,5.8715157e-19,2.6420181e-21,1.4905221e-33
2237,1083,1087,16,1.8856876e-15,0.00015484254,2.8205435e-16,1.6419825e-05,6.3250676e-22,1.901464e-37,6.1312676e-05,0.029783363,0.00012578673,3.2305672e-06,1.1997319e-08,3.63171e-37,0.0,0.0005720207,1.5797537e-05,1.0555475e-12,0.96926653,0.0,2.137813e-25,1.8339227e-14,1.2974217e-09
