source_beam_id,beam_id,element_id,beam_type,beam_type_name,cluster,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43
396,1433,1446,0,column,9,1.5974802493302915e-43,9.520166921647982e-26,6.436664290950147e-31,3.223759530634264e-21,1.2324683155742714e-22,2.0830318401810332e-25,1.459706805382218e-21,0.0,1.381065103820643e-26,1.0,6.610263938731495e-20,7.960344707558388e-19,2.770470109854036e-36,8.054610654869489e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,1434,1447,0,column,9,8.407790785948902e-45,4.9011601403662895e-26,1.873363793041063e-29,3.02032929208622e-22,4.5379048995320293e-17,3.412116555793256e-23,2.2830772576283517e-21,0.0,4.3974103604012665e-27,1.0,2.704459361321458e-18,1.7239505083234637e-19,3.532830373990868e-39,9.145890016273127e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,1435,1448,0,column,9,7.261528642131202e-42,2.59601072993419e-22,1.8195636068978487e-26,1.9810329435791456e-19,9.0513841100491e-25,1.0831138095945378e-18,7.749241721867047e-17,0.0,5.35498148999246e-24,1.0,1.0496433341166474e-15,3.402756871642731e-16,1.2082766095984727e-35,1.5148123620611825e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,1436,1449,0,column,9,0.0,9.05704455682261e-26,1.2023436762300973e-30,2.0339141800870058e-20,1.911214651390379e-23,2.0221532964513133e-22,2.8851736834538465e-16,0.0,1.5364829233302374e-24,1.0,2.153433715254647e-14,1.9522100949687093e-12,3.7566677370727486e-37,3.4871231546012253e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,1437,1450,0,column,10,0.0,7.260090965910404e-13,1.2785303903036071e-17,6.260248459589123e-17,1.6250774329455076e-34,1.6522102696397978e-14,6.185183576758737e-19,0.0,8.245863302065726e-13,2.4495623702819317e-28,1.0,4.1532787023901536e-20,3.474539782975891e-27,2.140021131830182e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,1438,1451,0,column,10,0.0,8.466640721849217e-10,1.0521207996082478e-15,3.607323798734117e-16,1.659545820129746e-34,1.6111709189026158e-11,4.429415695420392e-19,0.0,8.093106046436205e-12,1.099682887085779e-27,1.0,3.112562513305813e-19,5.960802210514135e-24,3.1341734098369915e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,1439,1452,0,column,10,0.0,0.00012137051089666784,3.077620647218282e-08,2.7128044819205166e-13,5.069091592842754e-37,0.00012120441533625126,9.18605686309193e-13,0.0,1.1210230521641051e-09,3.099067414365955e-27,0.999755859375,1.5971153636337105e-18,5.582602522619107e-13,2.033771450536791e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,1440,1453,0,column,3,1.5888038270461815e-24,3.437578000031749e-09,5.327266752730431e-11,1.0,1.3281595099602958e-23,8.560859427503257e-17,1.0088609079329496e-18,5.605193857299268e-45,9.642691978228868e-09,6.959824732786435e-24,1.0187820365104017e-08,2.4687626515838574e-15,1.3637757909701193e-22,1.4691913525067928e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,1441,1454,0,column,3,6.808124511014264e-40,2.8180691113988132e-09,1.382806565032165e-16,1.0,5.492966972718148e-22,3.460370748225293e-21,3.257143884329502e-23,1.3728444698797431e-34,2.748241087827119e-12,1.6149866007679187e-18,6.038939570629509e-09,2.2639192214978694e-21,1.84556942352947e-25,6.878851947397843e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,1442,1455,0,column,3,6.495018382145527e-42,1.284163545278716e-06,5.854348153682494e-16,1.0,5.0375642584433595e-18,4.179311627230846e-20,9.695653713876021e-25,1.27689015530639e-36,1.577532050302255e-12,1.7281820099317516e-14,1.1227404428382215e-07,3.763556757312343e-20,2.2600539933903873e-28,4.301224248241853e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,1443,1456,0,column,3,1.401298464324817e-45,0.0002840904926415533,1.682279431047557e-14,0.9995766878128052,1.1246070398308742e-26,1.0716484162882567e-16,4.208265614388973e-21,8.960123898154121e-36,1.5743122361300266e-09,2.4048798047751768e-20,0.00013814179692417383,4.0962723872533253e-20,1.4936880080829027e-24,9.854267777817457e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,1444,1457,0,column,10,0.0,1.2278975702884054e-07,5.398364589549731e-15,1.8519849618314765e-05,1.222886876939451e-14,1.9472284500883644e-18,3.613106797074354e-24,2.7325320054333933e-43,4.88965150920867e-13,5.604584987819884e-19,0.9999809265136719,1.4105245363967617e-19,5.481996710201017e-30,3.2733080682902172e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,1445,1458,0,column,10,0.0,2.800585025397595e-05,5.341141591508336e-12,1.4702177963954455e-07,4.36478717752431e-12,1.3565005010173045e-16,2.942477561714612e-27,0.0,1.4908035675625757e-14,4.2115962926683346e-18,0.9999733567237854,7.938242234795818e-18,3.647958741995771e-35,3.645672913425551e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,1446,1459,0,column,10,0.0,4.966196684108581e-06,1.512768588781549e-13,7.486841008264022e-12,1.2033117009729407e-23,1.3625601027241613e-13,1.0235662096214778e-22,0.0,2.466720878664501e-14,6.950751254654582e-24,0.9999961853027344,3.922041331503235e-21,2.6470207374007157e-37,2.0834704025810493e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,1447,1460,0,column,10,0.0,1.0106397056036664e-12,1.8907998844202526e-17,2.782275591625802e-16,6.117951816985259e-27,1.795214333904973e-16,2.1309152271403985e-19,0.0,7.933228421787893e-15,7.901261641572764e-26,1.0,4.620009223792091e-20,2.5145943815502133e-30,1.1225350389335612e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,1448,1461,0,column,4,0.0,6.56414038576708e-24,7.891534654327399e-18,1.1011920790702703e-23,1.0,2.4675988968041126e-27,2.348628779185864e-31,0.0,2.115743345301241e-20,5.3259531193175e-16,1.657929351396364e-15,3.2552394333462696e-18,0.0,1.5203938925876805e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,1449,1462,0,column,4,0.0,6.3190180879161926e-21,1.0223762212258763e-14,3.3251524664928194e-22,1.0,3.5226684795447764e-25,8.565431780592957e-32,0.0,1.5178854713227556e-19,1.9019415440501989e-16,1.9989618413231852e-13,1.2189553735147702e-15,0.0,4.111397102821532e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,1450,1463,0,column,4,0.0,2.370480846304957e-18,3.356830369227737e-10,7.059668229040381e-17,1.0,1.2453604326900268e-23,6.842929548913748e-26,2.802596928649634e-45,1.9721107274886344e-14,2.6916961715084398e-11,3.6173133377559452e-09,9.813825099791451e-12,0.0,8.905960739082666e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,1451,1464,0,column,4,1.8179493393194436e-39,3.801329910568807e-13,6.178794975664204e-11,3.403374153679306e-12,1.0,9.129718979381487e-18,4.308787041962989e-20,0.0,1.3261354498252456e-14,3.908369627936281e-09,6.30285982842929e-15,1.446281228865932e-15,2.438153444467971e-34,4.551850106773218e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,1452,1465,0,column,4,0.0,2.7900851578212644e-25,2.0244509800555143e-24,2.387331394262063e-19,1.0,1.3101332888581357e-25,1.3864064779284065e-27,0.0,8.068646043443278e-23,3.6968705874329544e-09,1.0055071868574146e-17,4.179654077429601e-24,4.2289786354858654e-41,2.792817975375152e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,1453,1466,0,column,4,0.0,4.011485969983141e-27,3.5533593595814327e-25,1.3923300313842232e-22,1.0,1.1947319835542855e-29,1.7545056283763123e-30,0.0,4.6642351598583114e-24,5.115697904352345e-13,7.341701910899113e-18,1.9929974391564516e-23,0.0,5.391180555724285e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,1454,1467,0,column,4,0.0,3.7953537821334906e-24,3.628971563593124e-20,1.052863872552662e-22,1.0,1.634481072388992e-30,3.0335703531762453e-32,0.0,1.344953885315908e-23,8.630602002797808e-17,3.0630231317091066e-18,3.428610627579469e-22,0.0,1.6243921335143027e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,1455,1468,0,column,4,0.0,1.06559306040165e-27,6.132512232550815e-26,3.22883923950581e-23,1.0,2.2007104945699157e-30,1.2920386206851281e-31,0.0,7.887323208934608e-25,4.534020728308441e-13,5.822741383953496e-17,2.9078458207145913e-24,0.0,1.3277336821421977e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,1456,1469,0,column,4,0.0,2.1774395432371955e-28,7.135495717872867e-27,2.0028443165197824e-23,1.0,2.3404923834476646e-29,2.6815956414574108e-30,0.0,1.1812753251806123e-24,3.002162754506266e-11,8.89391265001475e-16,2.8545976307260825e-23,0.0,5.286519593352777e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,1457,1470,0,column,4,0.0,1.6298830807582253e-26,4.63780388613512e-22,2.4597361445169638e-24,1.0,5.807200588971824e-29,7.18201845753536e-30,0.0,3.2866996625488747e-23,6.779939023399129e-13,2.689252834831801e-19,1.6975256743558317e-21,0.0,6.133218770295264e-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,1458,1471,0,column,4,0.0,1.2622081091583335e-26,8.879841178612907e-24,6.042629726693534e-23,1.0,4.168580608872908e-27,9.707370624841926e-28,0.0,1.6495213299496965e-21,4.163377198551643e-08,9.095592253547183e-16,8.638692392705369e-20,0.0,3.778611779489423e-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,1459,1472,0,column,3,6.662961529613387e-31,5.5785525504559175e-11,1.0349346748163867e-18,1.0,3.2290008409559614e-37,2.304614935669197e-18,2.814460263298085e-31,0.0,2.13727690059895e-12,5.106284665975463e-19,8.175105157631133e-22,5.95872973901436e-14,2.7372881765490194e-26,2.6952026444707047e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,1460,1473,0,column,3,7.341334154644625e-34,1.2555073647391168e-10,1.545800718025616e-17,1.0,3.377938417441022e-31,1.1052819604977445e-17,4.318043550994199e-31,0.0,6.428074218745028e-13,5.793428088278087e-17,1.5689272197070113e-18,8.603944921976858e-13,1.4536456034083231e-27,2.493214858992671e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,1461,1474,0,column,11,5.0895416652770227e-26,5.312556505820965e-10,2.610524123258795e-11,2.0807634371067252e-07,4.84470406500459e-12,3.4582664479221024e-17,1.178432100873101e-22,0.0,1.336563845710792e-11,1.501524599101245e-11,3.088112719099728e-14,1.0,1.3190822082893548e-29,7.330525479439649e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,1462,1475,0,column,3,1.2633342895208427e-20,5.844868339321962e-11,1.2361300220028128e-17,1.0,2.802596928649634e-45,3.557817551924798e-20,1.066423444251853e-33,0.0,2.6744655101662573e-11,4.2303120426358165e-23,8.05756964747307e-24,1.2728262355175027e-18,7.507429479099482e-28,3.657831266095859e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,1463,1476,0,column,3,5.5066491782066926e-21,5.357686516660465e-10,1.1560036003246999e-17,1.0,3.082646426744949e-40,4.2481413906248687e-19,1.4964078350798245e-32,0.0,1.3677919474125444e-12,1.7949496174973922e-21,2.364114813624858e-25,6.796728439979271e-18,3.4552930983731543e-28,2.685935698201847e-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,1464,1477,0,column,3,1.901511436971803e-33,3.801617007304081e-11,3.286067007210049e-19,1.0,2.4398416741510973e-38,1.0899360850941455e-18,3.4534149113669245e-32,0.0,7.824876163686767e-12,1.87067218646294e-21,6.733281993053344e-22,5.68475574637883e-17,1.4585542932799558e-29,1.0937896647154705e-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,1465,1478,0,column,11,0.0,1.5562902780914621e-18,4.3113871032727904e-19,5.220570069991437e-12,1.212114820207042e-32,3.47769307347489e-21,1.1030557471816368e-21,0.0,2.276924308819428e-13,1.347782240699761e-18,4.650785475854746e-24,1.0,1.2465875720752734e-29,1.4407017963725884e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,1466,1479,0,column,11,0.0,1.37808031557393e-20,5.445841144205745e-20,2.328405692333794e-16,5.07394378269725e-31,4.022787350932411e-23,5.738510594867626e-23,0.0,5.785061917388276e-16,3.0461722218604826e-19,5.17186330667112e-25,1.0,2.289047907618956e-31,2.394243263761768e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,1467,1480,0,column,11,0.0,5.1535876717283136e-17,1.322293497304552e-18,1.9202158332096796e-18,7.165367815756686e-26,1.8791965542958857e-22,2.067462279849151e-23,0.0,8.931758293856309e-15,5.676179223758131e-23,4.590091054232457e-21,1.0,3.420593714861627e-27,6.99209180195568e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,1468,1481,0,column,3,1.555397283680652e-14,1.6793418211591415e-08,2.103136415021467e-10,1.0,5.706474060265258e-35,2.0540376910887024e-21,3.276448068962213e-30,0.0,1.5161604610680612e-12,3.75443773292794e-12,1.6146211837290248e-28,2.130123561983055e-07,8.690057835547645e-27,5.777237933862019e-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,1469,1482,0,column,11,3.30996123589747e-17,2.386503321349931e-11,6.081959935677617e-10,4.516052649705671e-05,1.7602908120571025e-38,1.9257091655070384e-19,4.627271772635078e-22,0.0,1.1957008994034624e-10,5.788495550940187e-12,1.3567866503857652e-29,0.9999542832374573,2.5120612883602735e-24,3.562045211185982e-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,1470,1483,0,column,11,0.0,1.3722018117942146e-17,2.5958092292216483e-17,7.530109175091226e-11,6.797294706097435e-34,3.8144189945789774e-20,1.493507185386208e-22,0.0,3.4386924731288904e-13,1.9909270576810455e-19,7.548624990417061e-24,1.0,3.2815939581713556e-27,9.618840801751443e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,1471,1484,0,column,11,1.1703030050188465e-34,6.05226185617606e-19,1.0616773497032179e-20,6.838235896587316e-14,1.3444802962896302e-33,4.941204815327088e-25,1.45218704851319e-28,0.0,1.323016626867852e-16,4.1157968828774854e-16,1.685457135913736e-24,1.0,6.668350936113037e-31,3.6872270002147803e-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,1472,1485,0,column,11,9.574405388662456e-39,5.947666418682378e-19,4.48325074226036e-20,5.04331887124683e-16,1.6922146310736962e-32,2.5510657269580212e-24,3.9624025499777766e-29,0.0,1.2841466157905972e-17,8.634019209985356e-19,3.8692468761636086e-26,1.0,2.208757881875871e-31,1.2737522214001968e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,1473,1486,0,column,11,2.2483661220120885e-37,8.538005710962727e-15,8.482455278578541e-16,2.7845477575068117e-16,1.6388944424192674e-31,1.7054004660990793e-19,3.763990336545375e-26,0.0,7.833744508011994e-16,1.8523635768225378e-23,2.3069376821763734e-25,1.0,1.8740724750752867e-28,1.809315182545491e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,1474,1487,0,column,3,6.091433533506595e-25,3.238659687654355e-11,2.129237753248207e-15,1.0,3.4402444544792618e-37,3.097193145566396e-24,8.790450529559725e-34,0.0,8.698422570337788e-14,3.0137986474318417e-18,3.426143859775362e-27,5.308973204630474e-13,2.5606234677521413e-29,1.610407369381327e-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,1475,1488,0,column,11,1.6209226886068628e-12,2.2448232162020076e-10,4.1385753157818783e-10,0.03418406844139099,5.777636884012716e-36,2.2752393532936627e-17,2.5733616182666448e-23,0.0,6.8918356264935365e-12,2.2089635350920622e-13,1.8146282958595598e-26,0.965815544128418,6.75314058815476e-22,1.3102666110842835e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,1476,1489,0,column,11,3.829692931320845e-38,2.0315580401226795e-19,2.392034109914883e-20,1.487944533209995e-12,2.783408624931954e-33,2.7799089507515265e-24,2.77575887033681e-29,0.0,4.418740334045354e-16,6.937523472427381e-19,1.0522003261465399e-24,1.0,1.330873262984035e-30,1.1199221739368883e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,1477,1490,0,column,3,1.2587976820424623e-28,5.274298706114955e-11,2.251920861699624e-21,1.0,1.3449081012955646e-30,2.2738835732504153e-19,1.2419562431990223e-27,0.0,1.3837508341853905e-13,4.644654767808594e-15,1.8255542904198955e-21,1.80242478657177e-14,9.001948527975615e-30,9.363409884287512e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,1478,1491,0,column,3,6.2388085432274244e-27,2.021114612477115e-12,4.217492474848704e-20,1.0,6.476884875471036e-24,1.7436607489051363e-18,1.3880543066703121e-24,0.0,2.0305736259107476e-12,6.632562066840458e-14,1.4282187051810952e-19,3.352606040007977e-11,2.1793498250007846e-29,6.166477921181616e-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,1479,1492,0,column,11,3.88228166248953e-14,1.516179404248419e-10,9.824773217204097e-10,5.234392688180378e-07,1.52244271951004e-20,7.394626577728047e-11,1.4087932209694287e-11,0.0,3.834959898085799e-06,5.075919898837227e-15,7.115081280580098e-20,0.9999961853027344,2.1924389640011455e-31,5.951860640625306e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,1480,1493,0,column,3,1.0662541796078963e-15,1.616981881724655e-09,8.398540121540751e-18,1.0,0.0,4.457243343696383e-21,2.257824527257115e-26,1.8945505015134565e-36,2.646746320375537e-12,2.441108508163662e-15,2.4541359724173653e-28,1.3718041860737603e-17,2.2557091042951274e-24,3.2054282712195514e-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,1481,1494,0,column,3,2.6165872246686206e-10,5.146828518931557e-10,1.4076385807877466e-18,1.0,3.8956097308229915e-43,1.221509604675938e-17,9.035933085928989e-24,6.6982066594726256e-43,8.840409009220132e-14,3.3293290677529133e-14,7.83510949169416e-26,2.419933319757015e-14,1.1849773744670285e-22,8.475464609785733e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,1482,1495,0,column,3,2.5154112090647126e-29,8.709460236344668e-11,3.276175437657885e-21,1.0,6.048104401860389e-35,3.0733078172317994e-20,2.0551342648985455e-29,0.0,3.4432732273076416e-13,5.553425934885011e-18,1.176141201472685e-23,6.419159993186147e-15,2.3259544923287005e-32,1.0631317618256656e-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
